Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-08-27 15:45:00,,,27.62,12.51,40.12,9.44,11.53,0.38,5.04,0.21,,,,2.19,1.3,44.08,99.9,0.67,281.28,,0.0,87.77,,
2024-08-27 16:00:00,,,26.7,14.01,40.7,9.8,11.72,0.38,4.99,0.21,,,,2.12,6.11,44.08,99.9,0.67,184.52,,0.0,82.73,,
2024-08-27 16:15:00,,,25.19,14.68,39.88,9.64,11.87,0.38,4.81,0.21,,,,3.24,8.13,44.03,99.9,0.91,102.32,,0.0,76.58,,
2024-08-27 16:30:00,,,25.37,13.88,39.24,9.9,11.99,0.38,5.32,0.21,,,,2.95,1.45,44.0,99.9,0.76,101.16,,0.0,76.28,,
2024-08-27 16:45:00,,,28.49,13.11,41.62,10.26,11.94,0.37,5.04,0.21,,,,3.19,1.62,44.0,99.9,0.77,101.46,,0.0,76.5,,
2024-08-27 17:00:00,,,,,,,,,,0.21,,,,3.67,5.63,,,,,,0.0,,,
2024-08-27 17:15:00,,,32.97,10.96,43.94,10.47,11.84,0.38,4.84,0.21,,,,5.75,6.5,43.94,99.9,0.39,282.62,,0.0,76.58,,
2024-08-27 17:30:00,,,32.3,12.72,45.0,9.13,,,,0.21,,,,3.05,1.58,43.95,99.9,0.52,282.77,,0.0,76.28,,
2024-08-27 17:45:00,,,32.87,12.54,45.44,8.92,11.87,0.38,5.22,0.21,,,,3.37,2.82,43.95,99.9,0.66,282.62,,0.0,76.28,,
2024-08-27 18:00:00,,,33.38,12.95,46.34,9.23,11.83,0.38,4.95,0.21,,,,2.66,2.78,43.94,99.9,0.66,182.06,,0.0,76.28,,
2024-08-27 18:15:00,,,34.33,11.82,46.13,9.07,11.86,0.39,4.33,0.21,,,,7.98,0.38,43.94,99.9,0.64,101.55,,0.0,76.28,,
2024-08-27 18:30:00,,,35.75,12.45,48.21,8.27,11.91,0.38,5.35,0.21,,,,15.58,0.3,43.93,99.9,0.64,101.69,,0.0,76.28,,
2024-08-27 18:45:00,,,35.93,14.72,50.65,8.27,11.88,0.37,5.93,0.21,,,,9.45,0.38,43.93,99.9,0.77,101.75,,0.0,76.28,,
2024-08-27 19:00:00,,,38.05,13.41,51.45,9.55,11.88,0.41,4.63,0.21,,,,2.68,1.46,43.93,99.9,0.58,202.08,,0.0,76.28,,
2024-08-27 19:15:00,,,39.47,9.45,48.92,9.59,11.93,0.41,6.11,0.21,,,,6.99,2.51,43.93,99.9,0.29,282.64,,0.0,76.28,,
2024-08-27 19:30:00,,,39.66,10.15,49.82,8.32,11.8,0.41,4.29,0.21,,,,9.04,4.34,43.93,99.9,0.36,282.5,,0.0,76.28,,
2024-08-27 19:45:00,,,40.21,10.79,51.01,8.78,11.83,0.41,4.65,0.47,,,,7.61,3.99,43.93,99.9,0.42,282.62,,0.0,76.28,,
2024-08-27 20:00:00,,,40.33,10.52,50.86,9.67,11.79,0.42,4.93,0.52,,,,6.65,3.57,43.92,99.9,0.4,282.56,,0.0,76.28,,
2024-08-27 20:15:00,,,39.7,11.54,51.24,9.71,11.86,0.41,5.81,0.21,,,,4.29,8.41,43.92,99.9,0.46,282.78,,0.0,76.28,,
2024-08-27 20:30:00,,,39.3,10.54,49.84,9.06,11.72,0.41,5.24,0.21,,,,3.9,6.72,43.93,99.9,0.31,282.84,,0.0,76.28,,
2024-08-27 20:45:00,,,38.97,10.19,49.15,8.95,11.69,0.41,4.46,0.21,,,,8.27,3.52,43.92,99.9,0.49,282.79,,0.0,76.28,,
2024-08-27 21:00:00,,,38.08,12.08,50.15,8.36,11.61,0.41,5.79,0.21,,,,7.23,1.89,43.88,99.9,0.63,183.93,,0.0,76.28,,
2024-08-27 21:15:00,,,37.01,13.77,50.76,7.78,11.63,0.41,3.94,0.21,,,,2.13,3.45,43.87,99.9,0.81,101.64,,0.0,76.28,,
2024-08-27 21:30:00,,,37.65,12.14,49.8,8.09,11.77,0.41,5.07,0.21,,,,3.47,4.94,43.86,99.9,0.93,101.59,,0.0,76.28,,
2024-08-27 21:45:00,,,37.69,10.79,48.48,9.05,11.45,0.41,5.15,0.21,,,,4.11,3.34,43.87,99.9,0.91,101.62,,0.0,76.28,,
2024-08-27 22:00:00,,,37.57,10.82,48.4,9.53,11.79,0.42,4.98,0.21,,,,7.67,2.32,43.87,99.9,0.6,200.05,,0.0,76.28,,
2024-08-27 22:15:00,,,37.48,10.34,47.82,8.36,11.76,0.42,6.2,0.45,,,,8.36,2.16,43.87,99.9,0.31,282.62,,0.0,76.28,,
2024-08-27 22:30:00,,,37.61,9.38,46.99,9.52,11.7,0.41,4.9,0.43,,,,2.72,2.79,43.87,99.9,0.27,282.62,,0.0,76.28,,
2024-08-27 22:45:00,,,37.87,9.96,47.83,9.07,11.78,0.42,6.48,0.21,,,,1.46,2.44,43.87,99.9,0.28,282.81,,0.0,76.28,,
2024-08-27 23:00:00,,,38.93,10.04,48.98,8.86,11.85,0.42,4.73,0.21,,,,8.17,1.2,43.87,99.9,0.29,282.59,,0.0,76.28,,
2024-08-27 23:15:00,,,39.59,9.19,48.77,9.27,11.85,0.39,4.55,0.21,,,,6.36,1.53,43.87,99.9,0.27,282.67,,0.0,76.28,,
2024-08-27 23:30:00,,,39.54,10.0,49.54,10.27,11.64,0.39,4.85,0.21,,,,2.47,1.27,43.87,99.9,0.38,282.62,,0.0,76.28,,
2024-08-27 23:45:00,,,39.49,8.22,47.71,10.82,11.61,0.38,5.14,0.21,,,,4.28,0.26,43.87,99.9,0.6,282.54,,0.0,76.28,,
2024-08-28 00:00:00,,,38.93,10.39,49.32,9.11,11.55,0.39,5.53,0.21,,,,3.89,1.47,43.86,99.9,0.63,183.66,,0.0,76.28,,
2024-08-28 00:15:00,,,40.74,9.16,49.9,8.96,11.77,0.39,5.53,0.21,,,,6.53,2.71,43.86,99.9,0.81,101.67,,0.0,76.28,,
2024-08-28 00:30:00,,,41.27,10.46,51.74,7.03,11.88,0.4,5.13,0.62,,,,7.72,3.31,43.86,99.9,0.85,101.64,,0.0,76.28,,
2024-08-28 00:45:00,,,39.45,10.57,50.01,7.89,11.92,0.4,4.43,0.5,,,,4.03,1.74,43.87,99.9,0.87,101.69,,0.0,76.28,,
2024-08-28 01:00:00,,,40.14,9.31,49.46,10.63,12.11,0.39,4.57,0.29,,,,8.05,0.24,43.88,99.9,0.84,103.7,,0.0,76.28,,
2024-08-28 01:15:00,,,41.03,9.87,50.9,9.83,12.21,0.4,5.12,0.26,,,,7.65,3.13,43.87,99.9,0.89,101.58,,0.0,76.28,,
2024-08-28 01:30:00,,,41.39,8.78,50.16,9.97,12.2,0.39,5.42,0.21,,,,9.79,2.16,43.87,99.9,0.87,101.64,,0.0,76.28,,
2024-08-28 01:45:00,,,40.07,10.07,50.14,8.74,11.93,0.4,5.32,0.21,,,,6.26,5.63,43.88,99.9,0.69,101.74,,0.0,76.28,,
2024-08-28 02:00:00,,,38.25,11.22,49.48,8.44,11.97,0.4,5.56,0.21,,,,1.09,3.51,43.88,99.9,0.61,101.7,,0.0,76.28,,
2024-08-28 02:15:00,,,36.83,11.19,48.01,8.75,11.79,0.4,5.15,0.21,,,,0.39,0.62,43.89,99.9,0.61,101.76,,0.0,76.28,,
2024-08-28 02:30:00,,,37.1,8.32,45.43,11.03,11.81,0.4,4.35,0.21,,,,0.97,0.64,43.89,99.9,0.62,101.64,,0.0,76.28,,
2024-08-28 02:45:00,,,35.78,9.72,45.51,11.3,11.97,0.39,4.48,0.21,,,,7.78,0.85,43.9,99.9,0.59,101.68,,0.0,76.28,,
2024-08-28 03:00:00,,,34.05,12.34,46.39,9.7,12.08,0.39,4.62,0.49,,,,7.89,2.72,43.91,99.9,0.62,101.77,,0.0,76.28,,
2024-08-28 03:15:00,,,35.21,11.01,46.22,9.13,11.98,0.4,5.11,0.36,,,,2.45,1.47,43.92,99.9,0.66,101.58,,0.0,76.28,,
2024-08-28 03:30:00,,,35.52,10.92,46.43,8.77,11.9,0.41,4.93,0.21,,,,0.38,6.78,43.92,99.9,0.64,101.84,,0.0,76.28,,
2024-08-28 03:45:00,,,34.06,8.65,42.72,8.79,11.89,0.41,6.01,0.21,,,,2.14,7.74,43.92,99.9,0.63,101.79,,0.0,76.28,,
2024-08-28 04:00:00,,,33.33,10.65,43.97,8.86,11.81,0.42,5.18,0.21,,,,2.73,8.67,43.92,99.9,0.6,101.71,,0.0,76.28,,
2024-08-28 04:15:00,,,33.89,9.36,43.24,9.92,11.7,0.42,4.99,0.21,,,,6.44,4.3,43.92,99.9,0.58,101.64,,0.0,76.28,,
2024-08-28 04:30:00,,,32.25,10.58,42.82,10.0,11.71,0.41,5.05,0.38,,,,3.08,4.88,43.92,99.9,0.64,101.92,,0.0,76.28,,
2024-08-28 04:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-08-28 05:00:00,,,30.71,11.42,42.12,7.76,11.42,0.41,4.88,0.21,,,,10.1,2.72,43.88,99.9,0.66,101.54,,0.0,76.28,,
2024-08-28 05:15:00,,,28.37,12.31,40.67,6.53,,,,0.21,,,,3.44,5.14,,,,,,0.0,,,
2024-08-28 05:30:00,,,27.69,10.93,38.62,7.76,11.38,0.41,5.42,0.21,,,,0.63,4.68,43.9,99.9,0.8,101.62,,0.0,76.28,,
2024-08-28 05:45:00,,,27.5,12.46,39.95,7.1,11.61,,,0.21,,,,2.0,2.09,43.91,99.9,0.64,101.46,,0.0,76.28,,
2024-08-28 06:00:00,,,27.19,12.71,39.91,7.28,11.61,0.41,4.93,0.21,,,,0.83,0.44,43.92,99.9,0.67,103.05,,0.0,76.28,,
2024-08-28 06:15:00,,,26.54,12.19,38.72,8.48,11.74,0.4,5.14,0.21,,,,1.13,0.4,43.93,99.9,0.7,101.88,,0.0,76.28,,
2024-08-28 06:30:00,,,25.24,11.89,37.13,9.41,11.56,0.41,4.4,0.21,,,,12.17,2.57,43.93,99.9,0.68,101.83,,0.0,76.28,,
2024-08-28 06:45:00,,,25.49,11.24,36.71,9.56,11.71,0.41,4.63,0.21,,,,18.78,4.04,43.93,99.9,0.59,101.9,,0.0,76.28,,
2024-08-28 07:00:00,,,26.53,10.66,37.18,8.95,11.57,0.4,4.78,0.21,,,,13.37,1.2,43.93,99.9,0.7,202.09,,0.0,76.28,,
2024-08-28 07:15:00,,,26.22,11.95,38.16,8.89,11.53,0.41,5.48,0.21,,,,7.04,0.29,43.9,99.9,0.54,282.51,,0.0,76.28,,
2024-08-28 07:30:00,,,24.18,13.59,37.79,8.31,11.53,0.4,5.14,0.21,,,,4.43,2.06,43.86,99.9,0.37,282.58,,0.0,76.28,,
2024-08-28 07:45:00,,,24.63,12.88,37.5,9.34,11.41,0.38,5.14,0.21,,,,8.04,1.07,43.86,99.9,0.62,282.49,,0.0,76.28,,
2024-08-28 08:00:00,,,24.94,12.65,37.59,9.17,11.31,0.38,5.23,0.21,,,,2.17,9.29,43.86,99.9,0.62,282.62,,0.0,76.28,,
2024-08-28 08:15:00,,,26.39,11.37,37.78,9.62,11.32,0.38,5.66,0.21,,,,2.26,2.65,43.86,99.9,0.45,282.49,,0.0,76.36,,
2024-08-28 08:30:00,,,26.58,12.42,39.01,9.22,11.45,0.38,4.98,0.21,,,,3.22,5.25,43.87,99.9,0.52,281.99,,0.0,76.28,,
2024-08-28 08:45:00,,,24.64,15.01,39.66,8.57,11.55,0.37,5.35,0.21,,,,7.48,10.67,43.86,99.9,0.57,282.28,,0.0,76.28,,
2024-08-28 09:00:00,,,23.08,14.96,38.02,8.86,11.69,0.38,5.02,0.21,,,,8.95,10.52,43.87,99.9,0.42,282.45,,0.0,76.38,,
2024-08-28 09:15:00,,,22.79,13.33,36.13,9.27,11.6,0.38,4.3,0.21,,,,3.18,2.35,43.87,99.9,0.48,282.36,,0.0,76.37,,
2024-08-28 09:30:00,,,21.8,13.91,35.71,9.55,11.92,0.39,4.61,0.21,,,,10.73,1.69,43.86,99.9,0.47,282.74,,0.0,76.28,,
2024-08-28 09:45:00,,,20.63,13.55,34.19,10.18,11.83,0.39,5.16,0.21,,,,5.65,1.1,43.86,99.9,0.61,282.57,,0.0,76.28,,
2024-08-28 10:00:00,,,19.94,14.04,33.98,9.89,11.83,0.38,5.54,0.21,,,,5.66,4.09,43.87,99.9,0.64,181.94,,0.0,76.36,,
2024-08-28 10:15:00,,,19.96,14.4,34.38,9.3,11.65,0.39,5.2,0.21,,,,5.52,1.49,43.87,99.9,0.62,101.72,,0.0,77.9,,
2024-08-28 10:30:00,,,20.45,14.56,35.02,8.45,11.55,0.37,5.02,0.21,,,,4.22,6.74,43.87,99.9,0.63,101.84,,0.0,77.1,,
2024-08-28 10:45:00,,,19.33,14.44,33.78,9.54,11.61,0.38,4.48,0.38,,,,0.72,1.17,43.89,99.9,0.61,102.58,,0.0,89.83,,
2024-08-28 11:00:00,,,18.7,15.47,34.19,9.44,11.71,0.38,4.82,0.24,,,,5.45,3.38,43.9,99.9,0.62,103.13,,0.0,91.05,,
2024-08-28 11:15:00,,,19.37,16.28,35.65,9.91,11.7,0.38,5.23,0.21,,,,5.25,3.51,43.9,99.9,0.65,103.49,,0.0,82.89,,
2024-08-28 11:30:00,,,19.72,15.52,35.24,9.9,11.82,0.4,5.53,0.21,,,,12.32,7.62,43.91,99.9,0.69,103.67,,0.0,96.09,,
2024-08-28 11:45:00,,,17.92,16.22,34.13,9.88,11.71,0.4,5.26,0.21,,,,1.57,1.41,43.89,99.9,0.93,102.48,,0.0,90.45,,
2024-08-28 12:00:00,,,15.49,16.12,31.58,9.44,11.64,0.41,6.16,0.21,,,,7.65,8.25,43.9,99.9,0.67,102.97,,0.0,108.15,,
2024-08-28 12:15:00,,,15.07,15.8,30.87,8.8,11.42,0.42,5.81,0.21,,,,2.22,1.74,43.91,99.9,0.67,103.65,,0.0,93.31,,
2024-08-28 12:30:00,,,15.28,15.38,30.65,8.82,11.38,0.43,5.23,0.21,,,,12.5,7.95,43.91,99.9,0.64,104.03,,0.0,89.38,,
2024-08-28 12:45:00,,,15.23,15.95,31.19,9.54,11.52,0.44,4.78,0.21,,,,1.95,1.25,43.89,99.9,0.66,104.02,,0.0,88.26,,
2024-08-28 13:00:00,,,15.48,16.86,32.33,9.29,11.68,0.41,5.43,0.21,,,,0.36,6.21,43.9,99.9,0.66,106.17,,0.0,87.01,,
2024-08-28 13:15:00,11.0,,14.35,16.46,30.81,8.81,11.54,0.42,6.1,0.45,,,,8.97,6.38,43.92,99.9,0.67,103.86,,0.0,98.78,,
2024-08-28 13:30:00,11.0,54.0,12.93,16.98,29.91,7.68,11.39,0.43,6.81,0.22,,,,3.77,11.29,43.94,99.9,0.66,103.88,,0.0,90.41,,
2024-08-28 13:45:00,11.0,54.0,11.26,16.37,27.63,9.12,11.35,0.43,7.64,0.21,,,,0.48,6.2,43.94,99.9,0.64,103.49,,0.0,83.82,,
2024-08-28 14:00:00,11.0,54.0,7.95,14.87,22.82,9.41,11.3,0.41,7.38,0.21,,,,21.24,5.22,43.95,99.9,0.65,204.02,,0.0,88.3,,
2024-08-28 14:15:00,10.2,54.0,6.91,13.59,20.51,10.18,11.39,0.42,7.22,0.21,,,,3.97,11.95,43.95,99.9,0.58,280.71,,0.0,86.07,,
2024-08-28 14:30:00,10.0,54.0,6.34,12.28,18.61,9.98,11.38,0.42,6.74,0.84,,,,17.23,0.93,43.91,99.9,0.3,281.33,,0.0,80.97,,
2024-08-28 14:45:00,10.0,54.0,5.68,13.01,18.71,9.43,11.24,0.41,7.36,0.22,,,,12.44,8.64,43.88,99.9,0.3,282.09,,0.0,77.99,,
2024-08-28 15:00:00,10.0,54.0,4.77,15.83,20.6,9.17,11.09,0.43,6.29,0.21,,,,1.14,3.31,43.9,99.9,0.6,180.37,,0.0,78.23,,
2024-08-28 15:15:00,10.0,45.52,5.51,14.29,19.79,9.46,11.17,0.42,7.27,0.21,,,,5.66,1.15,37.58,89.38,0.66,102.47,,0.0,76.44,,
2024-08-28 15:30:00,10.0,34.0,5.33,14.21,19.53,9.39,11.18,0.41,6.87,0.21,,,,3.88,0.67,23.0,68.9,0.71,102.05,,0.0,76.63,1010.03,
2024-08-28 15:45:00,10.0,34.0,5.12,15.1,20.21,9.09,11.21,0.42,6.66,0.21,,,,9.13,0.37,22.22,68.9,0.68,101.99,,0.0,78.07,1010.03,
2024-08-28 16:00:00,10.0,34.0,4.45,14.18,18.63,9.2,11.29,0.4,6.99,0.22,,,,1.88,1.52,22.11,68.9,0.3,148.2,,0.0,77.35,1010.03,
2024-08-28 16:15:00,14.06,36.33,4.71,13.86,18.58,9.17,11.34,0.38,6.34,0.8,,,,0.23,0.59,21.67,68.9,,161.51,,0.0,79.12,1010.03,
2024-08-28 16:30:00,15.0,37.0,5.26,14.12,19.4,9.31,11.24,0.38,6.62,0.21,,,,1.08,1.48,20.91,68.9,0.23,200.04,,0.0,76.3,1010.03,
2024-08-28 16:45:00,15.0,37.0,5.27,15.02,20.26,10.5,11.21,0.37,5.76,0.21,,,,8.42,0.7,17.98,68.9,0.54,191.97,,0.0,76.35,1010.03,
2024-08-28 17:00:00,15.0,37.0,5.6,15.1,20.71,10.2,11.36,0.38,5.88,0.21,,,,7.58,5.18,18.08,68.9,0.24,190.48,,0.0,77.2,1010.03,
2024-08-28 17:15:00,13.38,35.44,6.5,14.28,20.76,10.47,11.49,0.38,5.44,0.21,,,,3.33,0.97,18.19,68.9,,150.93,,0.0,76.28,1010.03,
2024-08-28 17:30:00,13.0,35.0,5.88,14.2,20.07,11.2,11.56,0.38,5.1,0.21,,,,16.18,16.69,18.29,68.9,,178.59,,0.0,76.28,1010.03,
2024-08-28 17:45:00,13.0,35.0,4.97,15.94,20.92,10.83,11.49,0.38,6.52,0.21,,,,8.93,6.34,18.25,68.9,,124.17,,0.0,76.28,1010.03,
2024-08-28 18:00:00,13.0,35.0,6.1,14.93,21.05,10.94,11.56,0.39,5.86,0.21,,,,3.59,3.89,18.2,68.9,0.28,168.92,,0.0,76.28,1010.03,
2024-08-28 18:15:00,17.87,39.73,7.4,14.21,21.63,11.29,11.52,0.38,4.83,0.21,,,,6.71,8.73,18.2,68.9,0.48,191.73,,0.0,76.28,1010.03,
2024-08-28 18:30:00,19.0,41.0,7.08,14.91,21.99,11.37,11.48,0.39,5.15,0.32,,,,10.96,0.66,18.26,68.9,0.51,191.65,,0.0,76.28,1010.03,
2024-08-28 18:45:00,19.0,41.0,7.64,14.93,22.56,11.0,11.38,0.38,12.01,1.48,,,,10.58,3.63,18.26,68.9,0.52,191.59,,0.0,76.28,1010.03,
2024-08-28 19:00:00,19.0,41.0,7.6,14.67,22.27,11.02,11.32,0.38,5.75,0.21,,,,6.53,3.31,18.27,68.9,0.51,192.02,,0.0,76.28,1010.03,
2024-08-28 19:15:00,16.57,38.67,6.28,14.16,20.44,11.76,11.48,0.38,5.53,0.21,,,,22.91,2.82,18.3,68.9,0.53,192.1,,0.0,76.28,1010.03,
2024-08-28 19:30:00,16.0,38.0,6.73,13.54,20.27,11.38,11.55,0.38,6.87,0.21,,,,16.61,11.8,18.17,68.9,0.53,191.98,,0.0,76.28,1010.03,
2024-08-28 19:45:00,16.0,38.0,7.16,13.72,20.89,12.07,11.54,0.38,5.43,0.21,,,,4.08,3.17,18.19,68.9,0.52,192.12,,0.0,76.28,1010.03,
2024-08-28 20:00:00,16.0,38.0,7.25,14.47,21.75,11.41,11.44,0.39,5.58,0.21,,,,1.73,3.93,18.2,68.9,0.23,172.33,,0.0,76.28,1010.03,
2024-08-28 20:15:00,15.19,39.55,7.6,13.61,21.2,11.66,11.54,0.42,4.49,0.21,,,,0.59,8.4,18.13,68.9,,167.8,,0.0,76.28,1010.03,
2024-08-28 20:30:00,15.0,40.0,6.97,14.4,21.37,11.55,11.36,0.44,5.28,0.21,,,,2.86,9.07,18.12,68.9,,140.64,,0.0,76.28,1010.03,
2024-08-28 20:45:00,15.0,40.0,7.08,15.31,22.38,10.99,11.19,0.43,9.67,0.21,,,,1.48,6.55,18.19,68.9,,148.5,,0.0,76.28,1010.03,
2024-08-28 21:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-08-28 21:15:00,12.56,37.55,7.36,15.79,23.15,9.56,11.19,0.43,5.73,0.21,,,,11.97,4.09,18.17,68.9,0.5,191.85,,0.0,76.28,1010.03,
2024-08-28 21:30:00,12.0,,7.81,14.09,21.91,10.63,,,,0.21,,,,12.19,5.88,18.23,68.9,0.51,191.82,,0.0,76.28,1010.03,
2024-08-28 21:45:00,12.0,36.5,7.82,13.25,21.08,10.01,11.08,0.43,5.52,0.21,,,,0.76,11.15,18.21,68.9,0.51,191.9,,0.0,76.28,1010.03,
2024-08-28 22:00:00,12.0,36.5,7.03,15.27,22.32,9.23,11.06,0.43,,0.36,,,,3.55,1.32,18.21,68.9,0.51,191.93,,0.0,76.28,1010.03,
2024-08-28 22:15:00,10.08,36.11,6.37,16.23,22.61,9.24,11.05,0.44,5.25,0.94,,,,4.59,5.85,18.25,68.9,0.51,192.05,,0.0,76.28,1010.03,
2024-08-28 22:30:00,9.6,36.0,6.93,14.49,21.41,8.86,11.31,0.43,4.64,0.21,,,,2.06,3.01,18.31,68.9,0.51,191.91,,0.0,76.28,1010.03,
2024-08-28 22:45:00,9.6,36.0,6.75,13.69,20.45,10.01,11.44,0.44,4.69,0.21,,,,4.89,2.51,18.33,68.9,0.52,192.03,,0.0,76.28,1010.03,
2024-08-28 23:00:00,9.6,36.0,6.65,14.51,21.17,9.59,11.26,0.44,5.21,0.21,,,,0.41,1.78,18.34,68.9,0.52,192.07,,0.0,76.28,1010.03,
2024-08-28 23:15:00,8.61,37.58,6.93,13.47,20.4,9.83,11.21,0.42,5.29,0.21,,,,1.04,6.22,18.31,68.9,0.51,192.15,,0.0,76.28,1010.03,
2024-08-28 23:30:00,8.4,38.0,7.18,14.09,21.27,9.43,11.18,0.43,5.08,0.21,,,,1.69,4.72,18.31,68.9,0.52,192.14,,0.0,76.28,1010.03,
2024-08-28 23:45:00,8.4,38.0,7.18,13.79,20.97,9.15,11.24,0.43,4.91,0.21,,,,8.26,4.51,18.27,68.9,0.52,192.06,,0.0,76.28,1010.03,
2024-08-29 00:00:00,8.4,38.0,6.86,13.32,20.18,9.62,11.12,0.44,5.78,0.21,,,,12.53,1.77,18.24,68.9,0.51,191.17,,0.0,76.28,1010.03,
2024-08-29 00:15:00,7.44,36.45,6.4,13.81,20.21,9.4,11.21,0.42,5.85,0.21,,,,5.86,2.44,18.41,68.9,0.52,192.24,,0.0,76.28,1010.03,
2024-08-29 00:30:00,7.2,36.0,6.57,12.54,19.12,9.52,11.27,0.4,5.28,0.21,,,,5.31,4.59,18.51,68.9,0.52,192.06,,0.0,76.28,1010.03,
2024-08-29 00:45:00,7.2,36.0,6.61,11.47,18.1,10.52,11.3,0.39,5.1,0.21,,,,0.48,2.82,18.54,68.9,0.53,192.06,,0.0,76.28,1010.03,
2024-08-29 01:00:00,7.2,36.0,6.69,12.08,18.77,11.08,11.17,0.38,5.31,0.21,,,,1.86,0.19,18.54,68.9,0.5,92.28,,0.0,76.28,1010.03,
2024-08-29 01:15:00,7.52,39.5,5.68,12.95,18.61,11.51,11.17,0.39,5.28,0.21,,,,5.23,0.33,18.53,68.9,0.48,12.53,,0.0,76.28,1010.03,
2024-08-29 01:30:00,7.6,40.5,5.43,12.54,17.97,10.77,11.38,0.39,5.67,0.21,,,,0.93,0.47,18.63,68.9,0.49,12.33,,0.0,76.28,1010.03,
2024-08-29 01:45:00,7.6,40.5,5.41,13.39,18.8,10.82,11.44,0.39,5.63,0.21,,,,2.45,4.23,18.51,68.9,0.48,12.15,,0.0,76.28,1010.03,
2024-08-29 02:00:00,7.6,40.5,6.8,12.44,19.24,11.07,11.35,0.38,5.76,0.21,,,,1.46,8.85,18.45,68.9,0.5,114.03,,0.0,76.28,1010.03,
2024-08-29 02:15:00,7.28,38.56,7.01,12.06,19.07,11.43,11.42,0.39,5.51,0.54,,,,3.77,2.21,18.46,68.9,0.51,191.74,,0.0,76.28,1010.03,
2024-08-29 02:30:00,7.2,38.0,7.26,12.11,19.36,11.69,11.46,0.38,5.53,1.01,,,,4.11,2.03,18.57,68.9,0.51,191.85,,0.0,76.28,1010.03,
2024-08-29 02:45:00,7.2,38.0,6.41,14.34,20.75,10.99,11.41,0.38,5.63,0.21,,,,3.07,5.04,18.59,68.9,0.51,192.13,,0.0,76.28,1010.03,
2024-08-29 03:00:00,7.2,38.0,6.07,13.51,19.58,10.42,11.39,0.38,5.34,0.21,,,,4.94,6.78,18.59,68.9,0.51,192.19,,0.0,76.28,1010.03,
2024-08-29 03:15:00,9.44,35.67,6.36,13.08,19.43,11.16,11.41,0.38,5.67,0.21,,,,2.15,3.7,18.61,68.9,0.51,192.17,,0.0,76.28,1010.03,
2024-08-29 03:30:00,10.0,35.0,6.55,13.1,19.65,11.06,11.46,0.39,5.32,0.21,,,,2.42,1.32,18.61,68.9,0.51,192.1,,0.0,76.28,1010.03,
2024-08-29 03:45:00,10.0,35.0,7.1,12.5,19.58,10.46,11.4,0.38,5.59,0.21,,,,0.92,1.91,18.59,68.9,0.51,191.96,,0.0,76.28,1010.03,
2024-08-29 04:00:00,10.0,35.0,7.38,11.56,18.96,10.81,11.43,0.38,5.68,0.21,,,,1.36,5.58,18.58,68.9,0.52,191.83,,0.0,76.28,1010.03,
2024-08-29 04:15:00,9.04,33.83,7.03,11.14,18.19,11.07,11.42,0.39,5.94,0.21,,,,3.15,5.11,18.58,68.9,0.51,191.85,,0.0,76.28,1010.03,
2024-08-29 04:30:00,8.8,33.5,6.18,11.65,17.83,11.0,11.48,0.39,5.0,0.58,,,,6.08,2.91,18.59,68.9,0.52,192.09,,0.0,76.28,1010.03,
2024-08-29 04:45:00,8.8,33.5,6.71,11.84,18.56,11.03,11.5,0.42,5.14,0.88,,,,8.13,3.5,18.58,68.9,0.51,191.88,,0.0,76.28,1010.03,
2024-08-29 05:00:00,8.8,33.5,6.7,12.92,19.62,10.71,11.39,0.43,5.74,0.21,,,,6.96,3.6,18.65,68.9,0.51,191.78,,0.0,76.28,1010.03,
2024-08-29 05:15:00,8.8,36.66,5.89,13.75,19.65,10.23,11.17,0.43,6.49,0.21,,,,10.61,0.76,18.58,68.9,0.51,191.93,,0.0,76.28,1010.03,
2024-08-29 05:30:00,8.8,37.5,6.26,12.45,18.72,9.09,11.14,0.42,5.61,0.21,,,,8.81,4.19,18.54,68.9,0.5,191.77,,0.0,76.28,1010.03,
2024-08-29 05:45:00,8.8,37.5,6.91,11.68,18.58,8.9,11.39,0.43,5.14,0.21,,,,5.54,11.07,18.51,68.9,0.5,191.9,,0.0,76.28,1010.03,
2024-08-29 06:00:00,8.8,37.5,6.72,12.29,19.01,9.45,11.41,0.43,5.19,0.21,,,,5.71,11.09,18.48,68.9,0.49,90.22,,0.0,76.28,1010.03,
2024-08-29 06:15:00,11.04,38.28,7.33,12.77,20.1,10.11,11.32,0.44,5.54,0.21,,,,9.55,7.54,18.54,68.9,0.48,12.26,,0.0,76.28,1010.03,
2024-08-29 06:30:00,11.6,38.5,7.99,13.7,21.68,9.57,11.23,0.42,5.23,0.21,,,,5.97,5.9,18.52,68.9,0.49,12.09,,0.0,76.28,1010.03,
