Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,46.5,127.74,16.53,16.49,33.02,4.04,34.97,0.78,25.31,0.21,,,,3.05,8.2,39.83,99.9,2.94,94.05,,0.0,76.28,,
2024-01-01 00:15:00,51.5,126.9,17.71,15.14,32.83,3.86,34.4,0.81,25.76,0.21,,,,6.77,2.16,39.86,99.9,2.94,94.16,,0.0,76.28,,
2024-01-01 00:30:00,51.5,126.9,17.96,15.23,33.18,3.85,34.37,0.86,26.11,0.21,,,,6.14,0.65,39.88,99.9,2.94,94.1,,0.0,76.28,,
2024-01-01 00:45:00,51.5,126.9,18.21,16.92,35.12,3.62,33.52,0.9,26.17,0.21,,,,0.34,1.17,39.9,99.9,2.95,94.03,,0.0,76.28,,
2024-01-01 01:00:00,51.39,125.22,18.94,15.51,34.46,3.85,34.04,0.91,25.86,0.21,,,,0.47,2.45,39.89,99.9,2.93,94.06,,0.0,76.28,,
2024-01-01 01:15:00,42.0,101.7,20.04,14.66,34.69,4.18,34.15,0.92,24.49,0.21,,,,0.44,2.69,39.88,99.9,2.94,94.06,,0.0,76.28,,
2024-01-01 01:30:00,42.0,101.7,20.69,15.9,36.61,3.9,34.16,0.94,25.39,0.21,,,,4.39,2.77,39.89,99.9,2.94,94.02,,0.0,76.28,,
2024-01-01 01:45:00,42.0,101.7,20.69,16.66,37.36,3.27,33.52,0.91,25.18,0.21,,,,7.97,8.46,39.87,99.9,2.93,94.15,,0.0,76.28,,
2024-01-01 02:00:00,42.0,103.86,20.65,16.01,36.67,3.17,33.29,0.95,25.39,0.21,,,,3.86,7.04,39.88,99.9,2.94,94.2,,0.0,76.28,,
2024-01-01 02:15:00,58.0,134.1,21.05,14.81,35.85,3.79,33.62,0.95,25.14,0.21,,,,1.92,0.78,39.89,99.9,2.94,94.17,,0.0,76.28,,
2024-01-01 02:30:00,58.0,134.1,21.17,14.95,36.11,3.45,,,,0.21,,,,8.72,2.57,39.89,99.9,2.93,94.14,,0.0,76.28,,
2024-01-01 02:45:00,58.0,134.1,20.9,15.08,35.98,4.14,33.89,0.94,25.77,0.21,,,,12.5,2.77,39.9,99.9,2.92,94.38,,0.0,76.28,,
2024-01-01 03:00:00,58.0,131.58,20.34,16.26,36.61,3.51,33.42,0.95,25.82,0.75,,,,1.25,0.66,39.91,99.9,2.92,94.58,,0.0,76.28,,
2024-01-01 03:15:00,39.5,96.3,20.71,16.05,36.78,2.48,32.66,0.93,24.66,0.9,,,,2.78,3.97,39.88,99.9,2.92,94.59,,0.0,76.28,,
2024-01-01 03:30:00,39.5,96.3,21.03,14.42,35.45,3.71,33.17,0.95,24.65,0.28,,,,10.0,5.83,39.88,99.9,2.93,94.52,,0.0,76.28,,
2024-01-01 03:45:00,39.5,96.3,22.01,12.84,34.85,4.11,34.12,0.95,25.09,0.3,,,,9.13,1.33,39.86,99.9,2.93,94.32,,0.0,76.28,,
2024-01-01 04:00:00,39.5,97.8,22.56,13.22,35.78,3.67,34.25,0.95,25.83,0.21,,,,1.15,0.15,39.85,99.9,2.92,94.52,,0.0,76.28,,
2024-01-01 04:15:00,48.5,118.8,23.58,12.76,36.36,3.36,33.59,0.94,25.48,0.21,,,,3.3,1.7,39.86,99.9,2.92,94.65,,0.0,76.28,,
2024-01-01 04:30:00,48.5,118.8,23.06,13.43,36.48,3.67,32.48,0.96,26.03,0.21,,,,4.35,3.17,39.87,99.9,2.94,94.28,,0.0,76.28,,
2024-01-01 04:45:00,48.5,118.8,24.06,12.91,36.95,3.98,34.08,0.86,26.02,0.21,,,,1.59,3.07,39.89,99.9,2.94,93.94,,0.0,76.28,,
2024-01-01 05:00:00,48.5,122.64,24.58,12.57,37.16,4.61,33.81,0.82,25.14,0.21,,,,3.27,3.29,39.89,99.9,2.93,94.11,,0.0,76.28,,
2024-01-01 05:15:00,72.0,176.4,24.12,13.75,37.88,3.79,33.16,0.8,25.27,0.21,,,,4.62,2.0,39.89,99.9,2.93,94.1,,0.0,76.28,,
2024-01-01 05:30:00,72.0,176.4,24.23,15.85,40.06,2.92,33.4,0.81,25.26,0.36,,,,2.15,1.23,39.88,99.9,2.94,93.99,,0.0,76.28,,
2024-01-01 05:45:00,72.0,176.4,23.79,17.04,40.81,3.94,34.21,0.8,25.81,0.41,,,,1.37,2.96,39.87,99.9,2.93,93.93,,0.0,76.28,,
2024-01-01 06:00:00,72.03,177.12,24.66,15.78,40.45,3.55,34.71,0.82,25.3,0.26,,,,4.33,4.23,39.87,99.9,2.93,94.12,,0.0,76.28,,
2024-01-01 06:15:00,74.5,187.2,25.85,14.43,40.28,2.28,35.08,0.81,25.33,0.21,,,,4.44,2.32,39.85,99.9,2.93,94.19,,0.0,76.28,,
2024-01-01 06:30:00,74.5,187.2,25.63,14.15,39.78,3.55,34.68,0.84,25.77,0.46,,,,6.69,0.29,39.87,99.9,2.94,94.15,,0.0,76.28,,
2024-01-01 06:45:00,74.5,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-01 07:00:00,74.5,185.94,25.76,14.44,40.2,4.1,34.92,0.84,25.69,0.21,,,,6.79,6.5,39.85,99.9,2.93,94.45,,0.0,76.28,,
2024-01-01 07:15:00,71.53,168.3,24.53,17.27,41.79,3.02,34.31,0.84,24.9,0.21,,,,6.04,6.37,39.84,99.9,2.92,94.63,,0.0,76.28,,
2024-01-01 07:30:00,71.5,168.3,24.92,16.53,41.47,3.14,34.26,0.83,24.82,0.21,,,,3.04,3.69,39.83,99.9,2.93,94.52,,0.0,76.28,,
2024-01-01 07:45:00,71.5,168.3,25.78,14.57,40.34,4.66,34.75,0.83,25.26,0.21,,,,0.5,3.03,39.81,99.9,2.93,94.56,,0.0,76.28,,
2024-01-01 08:00:00,71.5,167.22,24.64,16.39,41.03,4.96,34.82,0.82,24.97,0.21,,,,3.1,1.56,39.82,99.9,2.94,94.37,,0.0,76.28,,
2024-01-01 08:15:00,64.0,152.1,24.07,16.9,40.98,3.78,34.47,0.83,,0.21,,,,4.58,4.01,39.83,99.9,2.94,94.18,,0.0,76.28,,
2024-01-01 08:30:00,64.0,152.1,25.1,14.76,39.84,3.43,34.41,0.83,25.41,0.21,,,,11.95,6.73,39.84,99.9,2.95,93.89,,0.0,76.28,,
2024-01-01 08:45:00,64.0,152.1,25.72,14.91,40.64,3.63,34.21,0.83,25.5,0.21,,,,8.54,5.59,39.9,99.9,2.96,93.95,,0.0,76.28,,
2024-01-01 09:00:00,64.0,153.24,25.57,16.28,41.85,3.66,34.16,0.93,25.98,0.21,,,,10.8,3.27,39.97,95.84,2.97,93.62,,0.0,76.28,,
2024-01-01 09:15:00,60.54,169.2,25.56,15.93,41.48,3.45,33.58,0.92,25.3,0.21,,,,8.92,2.1,40.04,86.59,2.98,94.16,,0.0,76.28,,
2024-01-01 09:30:00,60.5,169.2,23.83,17.67,41.5,3.62,34.28,0.95,24.8,0.21,,,,6.21,1.89,40.04,80.44,2.98,94.36,,0.0,76.28,,
2024-01-01 09:45:00,60.5,169.2,21.0,22.32,43.33,3.79,33.98,0.95,25.67,0.21,,,,2.94,1.59,39.99,77.11,2.98,94.77,,0.0,76.28,,
2024-01-01 10:00:00,60.5,169.0,17.95,25.21,43.16,3.63,33.66,0.92,27.04,0.21,,,,0.43,3.19,40.01,73.81,2.99,95.12,,0.0,76.28,,
2024-01-01 10:15:00,56.5,165.6,15.0,28.17,43.18,3.47,33.53,0.93,27.34,0.21,,,,2.47,3.51,40.05,73.35,2.99,94.92,,0.0,76.28,,
2024-01-01 10:30:00,56.5,165.6,12.33,31.25,43.57,3.52,33.54,0.94,27.03,0.21,,,,2.97,1.62,40.07,70.46,3.01,94.98,,0.0,76.28,,
2024-01-01 10:45:00,56.5,165.6,10.11,32.33,42.46,3.66,33.73,0.94,27.74,0.21,,,,1.58,0.64,40.05,69.98,2.99,95.2,,0.0,76.28,,
2024-01-01 11:00:00,56.54,166.8,8.07,33.63,41.7,4.67,33.82,0.96,29.2,0.21,,,,1.75,1.99,40.04,67.35,3.0,95.5,,0.0,76.29,,
2024-01-01 11:15:00,60.0,183.6,6.23,34.15,40.39,4.95,33.74,0.95,31.18,0.21,,,,1.29,2.3,40.0,62.82,3.01,95.57,,0.0,76.28,,
2024-01-01 11:30:00,60.0,183.6,4.86,34.89,39.75,4.72,33.61,0.95,34.48,0.21,,,,6.29,1.81,39.99,60.15,3.0,165.47,,0.0,76.28,,
2024-01-01 11:45:00,60.0,183.6,4.69,33.44,38.13,4.71,34.4,1.01,36.26,0.21,,,,6.27,1.15,40.0,59.6,2.99,275.14,,0.0,76.28,,
2024-01-01 12:00:00,59.94,182.82,4.88,31.76,36.66,5.23,34.76,0.97,38.38,0.21,,,,7.83,2.27,39.96,59.31,3.01,274.97,,0.0,76.29,,
2024-01-01 12:15:00,55.0,171.9,5.05,31.22,36.26,5.22,34.24,0.98,43.39,0.21,,,,5.62,2.97,39.96,59.62,2.99,275.03,,0.0,76.28,,
2024-01-01 12:30:00,55.0,171.9,4.04,30.49,34.53,5.07,34.26,,,0.21,,,,7.44,1.02,39.93,57.51,1.85,269.21,,0.0,76.28,,
2024-01-01 12:45:00,55.0,171.9,3.61,28.91,32.54,4.67,33.97,0.95,47.4,0.21,,,,5.68,8.28,39.94,55.46,0.06,214.77,,0.0,76.3,,
2024-01-01 13:00:00,55.0,170.22,3.83,27.12,30.95,4.82,34.1,0.96,48.87,0.21,,,,4.15,5.24,39.98,56.04,0.05,236.96,,0.0,76.28,,
2024-01-01 13:15:00,47.5,146.7,4.09,26.59,30.67,4.15,34.14,0.9,48.87,0.21,,,,5.97,2.01,39.99,56.12,0.05,223.71,,0.0,76.28,,
2024-01-01 13:30:00,47.5,146.7,3.38,26.58,29.98,3.75,33.28,0.86,51.22,0.21,,,,4.87,2.18,39.98,56.49,0.05,238.58,,0.0,76.28,,
2024-01-01 13:45:00,47.5,146.7,2.81,25.91,28.71,4.17,33.27,0.84,52.12,0.21,,,,2.4,3.72,39.99,56.35,0.05,250.36,,0.0,76.28,,
2024-01-01 14:00:00,47.5,145.32,3.39,23.81,27.2,5.28,34.34,0.86,50.55,0.21,,,,1.62,1.93,40.02,56.63,0.05,226.95,,0.0,76.28,,
2024-01-01 14:15:00,40.0,126.0,3.83,21.88,25.73,5.65,35.57,0.84,51.96,0.21,,,,0.54,0.38,39.96,61.74,0.04,190.66,,0.0,76.28,,
2024-01-01 14:30:00,40.0,126.0,3.34,24.78,28.11,4.84,35.85,0.86,57.27,0.21,,,,3.96,0.47,39.93,67.73,0.05,179.49,,0.0,76.28,,
2024-01-01 14:45:00,40.0,126.0,3.3,25.07,28.39,5.1,35.24,0.86,63.26,0.21,,,,1.81,1.66,39.88,70.15,0.06,111.12,,0.0,76.28,,
2024-01-01 15:00:00,40.25,128.76,2.58,25.91,28.49,5.06,34.94,0.81,67.4,1.0,,,,1.04,2.58,39.85,70.7,0.08,65.52,,0.0,76.3,,
2024-01-01 15:15:00,62.5,167.4,2.71,26.06,28.76,4.95,34.24,0.84,70.01,0.45,,,,1.89,1.64,39.85,72.56,0.05,128.98,,0.0,76.28,,
2024-01-01 15:30:00,62.5,167.4,2.86,26.81,29.67,5.14,35.2,0.84,69.35,0.21,,,,1.61,2.99,39.88,72.4,0.04,162.44,,0.0,76.28,,
2024-01-01 15:45:00,62.5,167.4,3.0,26.01,28.99,6.0,36.07,0.85,69.6,0.21,,,,0.53,1.19,39.87,72.71,0.04,93.77,,0.0,76.28,,
2024-01-01 16:00:00,62.51,168.6,2.82,25.99,28.81,5.45,35.75,0.86,68.93,0.21,,,,2.78,11.66,39.86,73.9,0.05,126.06,,0.0,76.28,,
2024-01-01 16:15:00,63.5,185.4,2.87,25.29,28.14,5.12,34.68,0.84,68.62,0.21,,,,11.0,5.69,39.85,73.98,0.04,130.53,,0.0,76.28,,
2024-01-01 16:30:00,63.5,185.4,3.29,25.54,28.83,4.79,34.77,0.85,62.68,0.21,,,,10.78,9.55,39.85,73.55,0.04,170.05,,0.0,76.29,,
2024-01-01 16:45:00,63.5,,,,,,,,,0.21,,,,2.43,5.69,,,,,,0.0,,,
2024-01-01 17:00:00,63.5,183.4,3.17,25.72,28.89,6.09,35.8,0.86,53.76,0.21,,,,5.87,2.31,39.87,76.99,0.03,161.53,,0.0,76.28,,
2024-01-01 17:15:00,52.5,149.4,2.91,25.81,28.7,5.15,35.15,0.89,49.36,0.21,,,,4.52,0.81,39.85,78.39,0.04,254.87,,0.0,76.28,,
2024-01-01 17:30:00,52.5,149.4,2.96,27.53,30.48,5.39,34.3,0.92,47.19,0.21,,,,0.88,1.93,39.84,81.05,1.23,188.25,,0.0,76.28,,
2024-01-01 17:45:00,52.5,149.4,2.53,27.77,30.3,5.67,33.58,0.9,49.5,0.21,,,,1.98,3.43,39.82,82.15,2.99,93.6,,0.0,76.28,,
2024-01-01 18:00:00,52.46,148.38,2.87,26.41,29.29,5.3,33.33,0.93,50.93,0.21,,,,9.71,1.5,39.76,85.16,2.99,93.76,,0.0,76.28,,
2024-01-01 18:15:00,49.0,134.1,3.24,24.95,28.19,5.05,33.0,,,0.21,,,,2.13,0.49,39.72,89.04,3.0,93.46,,0.0,76.28,,
2024-01-01 18:30:00,49.0,134.1,3.44,25.35,28.79,4.84,33.26,0.95,46.91,0.21,,,,3.19,13.28,39.65,92.19,2.98,93.46,,0.0,76.28,,
2024-01-01 18:45:00,49.0,134.1,4.05,25.82,29.85,5.26,33.61,0.92,45.38,0.6,,,,6.83,3.66,39.64,93.68,2.99,93.76,,0.0,76.28,,
2024-01-01 19:00:00,49.0,134.4,4.15,26.69,30.85,5.29,33.81,0.93,39.3,0.27,,,,8.37,2.25,39.64,95.74,2.96,94.29,,0.0,76.28,,
2024-01-01 19:15:00,51.0,138.6,5.87,30.43,36.3,4.85,33.36,0.93,35.84,0.21,,,,2.96,4.21,39.67,96.34,2.96,94.01,,0.0,76.28,,
2024-01-01 19:30:00,51.0,138.6,4.23,31.09,35.32,4.14,32.91,0.93,36.44,0.21,,,,3.88,9.9,39.66,95.79,2.97,94.13,,0.0,76.28,,
2024-01-01 19:45:00,51.0,138.6,3.34,29.66,32.99,4.32,32.6,0.9,36.31,0.21,,,,8.13,7.15,39.7,95.8,2.97,93.98,,0.0,76.28,,
2024-01-01 20:00:00,51.0,137.94,3.52,26.87,30.39,4.82,32.88,0.94,36.65,0.21,,,,1.69,2.55,39.73,97.18,2.96,94.04,,0.0,76.28,,
2024-01-01 20:15:00,51.99,128.7,3.53,26.15,29.68,4.61,33.1,0.91,35.1,0.21,,,,4.68,6.96,39.73,98.89,2.96,94.05,,0.0,76.28,,
2024-01-01 20:30:00,52.0,128.7,3.42,26.59,30.02,4.49,33.02,0.92,35.17,0.21,,,,2.53,1.77,39.73,99.67,2.96,94.22,,0.0,76.28,,
2024-01-01 20:45:00,52.0,128.7,4.0,25.92,29.92,4.3,33.11,0.95,34.67,0.21,,,,12.75,1.83,39.72,99.44,2.96,94.09,,0.0,76.28,,
2024-01-01 21:00:00,52.0,,4.76,24.51,29.3,4.29,,,,0.21,,,,1.42,3.41,39.67,99.85,2.95,93.75,,0.0,76.28,,
2024-01-01 21:15:00,47.5,119.7,4.52,24.28,28.8,3.82,32.79,0.91,32.41,0.21,,,,16.34,3.33,39.65,99.9,2.95,93.8,,0.0,76.28,,
2024-01-01 21:30:00,47.5,119.7,3.37,24.43,27.8,4.2,33.66,0.85,31.72,0.21,,,,8.71,2.29,39.63,99.9,2.94,164.78,,0.0,76.28,,
2024-01-01 21:45:00,47.5,119.7,4.05,24.34,28.4,5.08,33.8,0.78,32.36,0.21,,,,0.76,2.6,39.65,99.9,2.91,276.23,,0.0,76.28,,
2024-01-01 22:00:00,47.5,120.61,5.5,21.83,27.33,5.15,33.54,0.74,30.69,0.21,,,,15.63,0.73,39.65,99.9,2.9,276.3,,0.0,76.28,,
2024-01-01 22:15:00,53.5,131.4,5.72,22.3,28.02,4.52,33.23,0.75,29.2,0.21,,,,6.07,2.02,39.64,99.9,2.9,276.35,,0.0,76.28,,
2024-01-01 22:30:00,53.5,131.4,5.03,23.83,28.86,4.35,33.62,0.75,27.96,0.21,,,,14.76,4.97,39.63,99.9,2.92,203.2,,0.0,76.28,,
2024-01-01 22:45:00,53.5,131.4,6.53,22.19,28.73,5.06,34.29,0.79,28.02,0.21,,,,7.76,0.45,39.61,99.9,2.94,93.99,,0.0,76.28,,
2024-01-01 23:00:00,53.5,131.05,7.83,20.96,28.78,4.58,34.34,0.77,29.08,0.21,,,,0.43,1.12,39.61,99.9,2.93,94.09,,0.0,76.28,,
2024-01-01 23:15:00,53.5,125.1,8.92,21.66,30.6,3.74,33.92,0.8,27.64,0.21,,,,9.16,0.52,39.6,99.9,2.94,94.03,,0.0,76.28,,
2024-01-01 23:30:00,53.5,125.1,9.61,20.72,30.33,3.73,33.79,0.77,26.52,0.21,,,,12.01,1.47,39.58,99.9,2.94,93.91,,0.0,76.28,,
2024-01-01 23:45:00,53.5,125.1,10.57,20.36,30.95,3.34,33.24,0.76,26.31,0.21,,,,15.05,2.06,39.61,99.9,2.94,94.04,,0.0,76.28,,
2024-01-02 00:00:00,53.5,126.9,11.64,20.85,32.5,3.19,33.59,0.77,25.83,0.21,,,,12.77,1.11,39.6,99.9,2.93,94.18,,0.0,76.28,,
2024-01-02 00:15:00,56.96,152.1,13.08,21.19,34.26,2.82,33.56,0.77,25.57,0.21,,,,4.5,0.46,39.59,99.9,2.93,94.15,,0.0,76.28,,
2024-01-02 00:30:00,57.0,152.1,14.59,19.38,33.98,3.45,33.94,0.78,25.66,0.21,,,,2.98,9.32,39.59,99.9,2.93,94.26,,0.0,76.28,,
2024-01-02 00:45:00,57.0,152.1,15.95,16.56,32.5,4.58,34.59,0.76,25.72,0.38,,,,7.53,14.15,39.56,99.9,2.94,94.14,,0.0,76.28,,
2024-01-02 01:00:00,56.97,150.12,16.71,16.67,33.38,4.29,34.94,0.79,25.73,0.21,,,,15.94,2.26,39.54,99.9,2.93,94.27,,0.0,76.28,,
2024-01-02 01:15:00,54.0,,,,,,,,,0.21,,,,0.67,0.88,,,,,,0.0,,,
2024-01-02 01:30:00,54.0,122.4,18.6,15.41,34.04,3.16,34.15,0.76,24.82,0.21,,,,0.67,0.46,39.52,99.9,2.93,94.31,,0.0,76.28,,
2024-01-02 01:45:00,54.0,122.4,19.31,15.9,35.21,3.56,33.99,0.86,25.06,0.23,,,,0.26,4.11,39.55,99.9,2.93,94.46,,0.0,76.28,,
2024-01-02 02:00:00,54.0,122.28,20.1,13.64,33.76,4.02,34.31,0.91,25.79,0.55,,,,0.91,1.94,39.6,99.9,2.93,94.49,,0.0,76.28,,
2024-01-02 02:15:00,51.5,120.6,19.91,12.77,32.68,4.26,33.75,0.9,26.05,0.21,,,,1.45,14.2,39.6,99.9,2.93,94.45,,0.0,76.3,,
2024-01-02 02:30:00,51.5,120.6,19.52,14.02,33.52,3.52,33.66,0.9,25.73,0.21,,,,11.04,3.01,39.62,99.9,2.93,94.45,,0.0,76.29,,
2024-01-02 02:45:00,51.5,120.6,19.89,13.9,33.81,3.85,33.24,0.92,25.59,0.21,,,,7.49,2.44,39.66,99.9,2.94,94.44,,0.0,76.28,,
2024-01-02 03:00:00,51.5,119.88,19.59,13.01,32.58,4.31,33.55,0.9,25.22,0.21,,,,0.78,3.57,39.66,99.9,2.93,94.37,,0.0,76.29,,
2024-01-02 03:15:00,50.0,109.8,19.73,12.78,32.52,4.85,33.56,0.89,25.06,0.21,,,,1.89,11.73,39.67,99.9,2.93,94.5,,0.0,76.28,,
2024-01-02 03:30:00,50.0,109.8,21.33,11.09,32.43,4.18,33.71,0.91,24.63,0.21,,,,4.3,2.11,39.67,99.9,2.93,94.45,,0.0,76.28,,
2024-01-02 03:45:00,50.0,109.8,22.46,11.68,34.14,3.67,33.98,0.91,25.23,0.21,,,,6.17,0.35,39.65,99.9,2.93,94.37,,0.0,76.28,,
2024-01-02 04:00:00,50.0,109.68,22.06,12.77,34.82,3.97,33.68,0.9,26.04,0.21,,,,8.07,0.17,39.65,99.9,2.93,94.42,,0.0,76.31,,
2024-01-02 04:15:00,52.0,108.0,21.87,12.69,34.56,3.16,32.44,0.91,25.69,0.21,,,,11.55,0.4,39.64,99.9,2.92,94.5,,0.0,76.28,,
2024-01-02 04:30:00,52.0,108.0,21.35,14.07,35.42,2.76,33.2,0.95,25.01,0.21,,,,1.49,0.25,39.62,99.9,2.92,94.46,,0.0,76.28,,
2024-01-02 04:45:00,52.0,108.0,22.27,12.67,34.95,3.57,33.76,0.87,24.91,0.28,,,,2.82,1.09,39.59,99.9,2.93,94.42,,0.0,76.28,,
2024-01-02 05:00:00,52.0,109.08,23.38,11.46,34.84,3.72,33.39,0.9,25.16,0.62,,,,14.78,4.53,39.58,99.9,2.93,94.45,,0.0,76.32,,
2024-01-02 05:15:00,57.0,124.2,24.26,10.21,34.48,3.85,33.12,0.9,25.06,0.27,,,,9.17,0.73,39.56,99.9,2.93,94.54,,0.0,76.5,,
2024-01-02 05:30:00,57.0,124.2,25.06,10.22,35.28,3.88,33.22,0.91,24.62,0.55,,,,3.86,1.11,39.53,99.9,2.93,94.49,,0.0,76.95,,
2024-01-02 05:45:00,57.0,124.2,25.04,11.22,36.23,4.26,33.69,0.88,24.58,0.21,,,,2.69,4.03,39.51,99.9,2.93,94.59,,0.0,77.54,,
2024-01-02 06:00:00,57.0,125.34,24.82,10.49,35.32,4.53,34.1,0.8,24.76,0.21,,,,5.87,0.64,39.52,99.9,2.93,94.58,,0.0,76.81,,
2024-01-02 06:15:00,62.0,141.3,25.98,10.35,36.34,3.14,33.0,0.76,24.6,0.21,,,,1.52,2.42,39.52,99.9,2.93,94.65,,0.0,76.31,,
2024-01-02 06:30:00,62.0,141.3,26.16,11.23,37.38,3.66,32.52,0.78,24.34,0.21,,,,1.73,1.77,39.52,99.9,2.91,167.02,,0.0,76.28,,
2024-01-02 06:45:00,62.0,141.3,26.87,11.87,38.75,3.69,33.46,0.79,24.54,0.21,,,,5.8,0.7,39.49,99.9,2.88,275.31,,0.0,76.28,,
2024-01-02 07:00:00,62.24,145.62,27.45,12.14,39.58,4.62,33.83,0.77,24.64,0.21,,,,8.72,1.96,39.46,99.9,2.88,275.38,,0.0,76.28,,
2024-01-02 07:15:00,83.5,206.1,25.42,15.46,40.88,4.28,34.4,0.8,24.69,0.21,,,,5.19,0.93,39.43,99.9,2.88,275.42,,0.0,76.28,,
2024-01-02 07:30:00,83.5,206.1,25.12,16.1,41.23,3.71,34.56,0.79,24.79,0.21,,,,5.3,3.21,39.41,99.9,2.9,202.91,,0.0,76.28,,
2024-01-02 07:45:00,83.5,206.1,26.36,17.22,43.58,3.64,34.72,0.81,24.93,0.21,,,,3.23,2.14,39.42,99.9,2.93,94.58,,0.0,76.28,,
2024-01-02 08:00:00,83.5,205.95,26.74,16.44,43.19,4.26,35.11,0.82,25.24,0.21,,,,0.78,1.17,39.43,99.9,2.94,94.5,,0.0,76.28,,
2024-01-02 08:15:00,82.0,203.4,26.69,16.72,43.43,4.1,34.27,0.88,25.28,0.21,,,,3.67,3.77,39.45,99.9,2.94,94.18,,0.0,76.28,,
2024-01-02 08:30:00,82.0,203.4,26.51,17.12,43.63,4.52,34.85,0.82,25.42,0.21,,,,6.09,1.6,39.51,99.9,2.95,93.99,,0.0,76.28,,
2024-01-02 08:45:00,82.0,203.4,26.05,17.23,43.25,4.4,34.95,0.83,25.37,0.21,,,,7.03,3.36,39.55,99.9,2.95,94.07,,0.0,76.28,,
2024-01-02 09:00:00,82.0,204.42,26.42,17.24,43.68,4.3,34.81,0.83,25.27,0.21,,,,9.7,3.61,39.58,98.58,2.96,93.67,,0.0,76.28,,
2024-01-02 09:15:00,84.5,218.7,27.21,16.54,43.74,4.81,34.4,0.86,24.99,0.21,,,,0.97,2.38,39.64,92.33,2.98,93.92,,0.0,76.28,,
2024-01-02 09:30:00,84.5,,,,,,,,,0.21,,,,1.14,2.64,,,,,,0.0,,,
2024-01-02 09:45:00,84.5,218.7,24.55,20.64,45.18,4.98,34.65,0.88,25.24,0.21,,,,1.49,0.35,39.61,83.04,2.99,94.28,,0.0,76.28,,
2024-01-02 10:00:00,84.44,217.8,23.51,22.43,45.95,4.5,34.8,0.93,25.99,0.21,,,,4.02,1.82,39.62,79.54,2.99,94.75,,0.0,76.28,,
2024-01-02 10:15:00,79.5,205.2,21.12,24.97,46.09,4.17,34.74,1.03,26.4,0.21,,,,3.66,4.17,39.62,76.91,3.0,94.95,,0.0,76.28,,
2024-01-02 10:30:00,79.5,205.2,17.16,28.35,45.5,4.13,34.53,1.01,26.58,0.21,,,,5.28,3.06,39.61,75.34,2.97,95.59,,0.0,76.28,,
2024-01-02 10:45:00,79.5,205.2,14.1,30.53,44.64,5.63,34.65,1.06,27.73,0.21,,,,1.8,0.17,39.61,74.84,3.01,95.2,,0.0,76.28,,
2024-01-02 11:00:00,79.5,204.96,10.5,32.4,42.89,5.27,,,,0.21,,,,2.58,2.48,39.61,70.03,3.02,95.56,,0.0,76.28,,
2024-01-02 11:15:00,71.0,201.6,7.08,34.59,41.66,5.19,34.15,1.04,31.53,0.72,,,,3.87,4.96,39.6,69.31,3.0,95.28,,0.0,76.28,,
2024-01-02 11:30:00,71.0,201.6,5.92,37.93,43.84,4.52,34.18,1.04,33.28,1.43,,,,2.26,1.47,39.6,68.97,2.94,96.11,,0.0,76.28,,
2024-01-02 11:45:00,71.0,201.6,5.58,39.36,44.94,4.94,34.43,1.05,36.41,0.64,,,,1.9,2.82,39.55,71.41,2.99,95.71,,0.0,76.28,,
2024-01-02 12:00:00,71.0,202.8,4.34,39.86,44.21,4.46,34.55,1.07,38.54,0.21,,,,2.94,2.02,39.63,67.74,3.0,95.62,,0.0,76.28,,
2024-01-02 12:15:00,71.5,223.2,4.11,37.9,42.02,3.98,34.49,1.05,42.04,0.4,,,,6.94,2.09,39.68,65.35,3.0,95.57,,0.0,76.28,,
2024-01-02 12:30:00,71.5,223.2,3.37,34.73,38.1,5.11,34.65,1.07,45.15,0.54,,,,9.94,2.4,39.63,64.43,1.79,157.61,,0.0,76.28,,
2024-01-02 12:45:00,71.5,223.2,3.05,34.55,37.59,4.93,34.94,1.08,47.31,0.21,,,,5.39,3.01,39.62,61.74,0.04,182.46,,0.0,76.28,,
2024-01-02 13:00:00,71.5,220.38,2.68,32.34,35.01,5.51,34.86,1.11,48.29,0.21,,,,3.61,4.05,39.66,61.48,0.04,230.44,,0.0,76.28,,
2024-01-02 13:15:00,57.5,180.9,3.4,29.7,33.08,5.35,35.42,1.08,49.42,0.21,,,,2.99,4.89,39.68,61.62,0.05,218.74,,0.0,76.28,,
2024-01-02 13:30:00,57.5,180.9,3.82,30.1,33.94,5.0,35.43,1.07,52.78,0.21,,,,1.17,1.77,39.65,67.96,0.07,236.06,,0.0,76.28,,
2024-01-02 13:45:00,57.5,,,,,,,,,0.21,,,,1.7,5.31,,,,,,0.0,,,
2024-01-02 14:00:00,57.5,181.45,3.27,29.44,32.71,5.44,35.54,1.08,60.02,0.21,,,,3.05,4.74,39.56,72.1,0.04,192.05,,0.0,76.28,,
